Lp;DataPoczatku;DataKonca;SumaUbezpieczenia;Odnowienia;Ulica;KodPocztowy;Miasto;Wojewodztwo;Kraj;ReasekuracjaO;ReasekuracjaF;Szerokosc;Dlugosc;Flaga_1;Flaga_2;Nr_Wojewodztwa
6357;18.12.2021;17.12.2022;275000;TAK;Romera Eugeniusza 81;71-246;Szczecin;Zachodniopomorskie;Polska;1,2;NA;53.4530012;14.4912429;1;0;13;
6358;01.11.2021;31.10.2022;350000;TAK;Blokowa 4;15-788;Białystok;Podlaskie;Polska;1,2;NA;53.1455688;23.1201125;1;0;9;
6359;11.11.2021;10.11.2022;330000;TAK;Pustola 25;01-107;Warszawa;Mazowieckie;Polska;1,2;NA;52.2321841;20.935230422848832;1;0;5;
6360;24.10.2021;23.10.2022;295000;TAK;Pustola 36a;01-107;Warszawa;Mazowieckie;Polska;1,2;NA;52.23317955;20.93641990285465;1;0;5;
6361;17.11.2021;16.11.2022;225000;TAK;Stanisława Wojciechowskiego 7B;41-933;Bytom;Śląskie;Polska;1,2;NA;50.39503175;18.8743748509724;1;0;15;
6362;26.10.2021;25.10.2022;360000;TAK;Dereniowa 10;02-776;Warszawa;Mazowieckie;Polska;1,2;NA;52.1465539;21.0437551;1;0;5;
6363;13.12.2021;12.12.2022;265000;TAK;Złota 3;10-698;Olsztyn;Warmińsko-Mazurskie;Polska;1,2;NA;53.72568475;20.475692860654274;1;0;11;
6364;20.11.2021;19.11.2022;490000;TAK;Kobielska 6;04-359;Warszawa;Mazowieckie;Polska;1,2;NA;52.2471441;21.0913069;1;0;5;
6365;14.12.2021;13.12.2022;360000;TAK;Karaś 38;14-200;Iława;Warmińsko-Mazurskie;Polska;1,2;NA;53.56413035;19.50164755;1;0;11;
6366;18.12.2021;17.12.2022;231000;TAK;Al. Jana Pawła II 11;84-240;Reda;Pomorskie;Polska;1,2;NA;54.6022051;18.3514137;1;0;10;
6367;18.12.2021;17.12.2022;190000;TAK;Komfortowa 9;93-553;Łódź;Łódzkie;Polska;1,2;NA;51.730699099999995;19.443164333375023;1;0;14;
6368;15.12.2021;14.12.2022;82000;TAK;Szkolna 22b;63-400;Ostrów Wielkopolski;Wielkopolskie;Polska;1,2;NA;51.6393153;17.8266952;1;0;12;
6369;11.01.2021;10.01.2022;420000;TAK;Konwaliowa 24;26-900;Janów;Świętokrzyskie;Polska;1,2;NA;51.5666823;21.565499667415295;1;0;16;
6370;11.01.2022;10.01.2023;420000;TAK;Konwaliowa 24;26-900;Janów;Świętokrzyskie;Polska;1,2;NA;51.5666823;21.565499667415295;1;0;16;
6371;14.12.2021;13.12.2022;2,00E+05;TAK;Lermontowa Michała 4;92-512;Łódź;Łódzkie;Polska;1,2;NA;51.7568992;19.5471519;1;0;14;
6372;15.12.2021;14.12.2022;170000;TAK;Granitowa 8;43-600;Jaworzno;Śląskie;Polska;1,2;NA;50.21849475;19.260118583268746;1;0;15;
6373;11.12.2021;10.12.2022;144300;TAK;Plater Emilii 29;91-762;Łódź;Łódzkie;Polska;1,2;NA;51.7930111;19.474508351102727;1;0;14;
6374;16.12.2021;15.12.2022;190000;TAK;Droga Leśna 49;64-600;Oborniki;Wielkopolskie;Polska;1,2;NA;52.654277699999994;16.787138597042116;1;0;12;
6375;23.10.2021;22.10.2022;350000;TAK;Rafała Wojaczka 15;51-169;Wrocław;Dolnośląskie;Polska;1,2;NA;51.146020750000005;17.069952469490236;1;0;1;
6376;21.11.2021;20.11.2022;180000;TAK;Mściwoja II 67;80-357;Gdańsk;Pomorskie;Polska;1,2;NA;54.41304445;18.57703725072782;1;0;10;
6377;27.10.2021;26.10.2022;315000;TAK;Batalionów Chłopskich 79a;01-307;Warszawa;Mazowieckie;Polska;1,2;NA;52.230261850000005;20.89259397576486;1;0;5;
6378;03.11.2021;02.11.2022;1090000;TAK;Objazdowa 41B;28-100;Busko-Zdrój;Świętokrzyskie;Polska;1,2;NA;50.47128;20.73082;1;0;16;
6379;26.10.2021;25.10.2022;280000;TAK;Krzywa 2;44-100;Gliwice;Śląskie;Polska;1,2;NA;50.2951451;18.68751026395969;1;0;15;
6380;01.12.2021;30.11.2022;160000;TAK;Ogrodowa 4;59-160;Radwanice;Dolnośląskie;Polska;1,2;NA;51.584336449999995;15.953279990618162;1;0;1;
6381;08.11.2021;07.11.2022;320000;TAK;Dobieszczyzna 35;63-210;Dobieszczyzna;Wielkopolskie;Polska;1,2;NA;52.02244;17.67413;3;0;12;
6382;29.10.2021;28.10.2022;270000;TAK;Bedricha Smetany 5;92-503;Łódź;Łódzkie;Polska;1,2;NA;51.7555389;19.52900757892872;1;0;14;
6383;15.11.2021;14.11.2022;120000;TAK;Poznańska 14;62-028;Koziegłowy;Wielkopolskie;Polska;1,2;NA;52.4422746;16.98883219505445;1;0;12;
6384;15.12.2021;14.12.2022;5,00E+05;TAK;Dworska 4;08-110;Siedlce;Mazowieckie;Polska;1,2;NA;52.16016505;22.280037314727167;1;0;5;
6385;16.12.2021;15.12.2022;260000;TAK;Wieniawskiego 30E;73-110;Stargard Szczeciński;Zachodniopomorskie;Polska;1,2;NA;53.3464905;15.0081985;1;0;13;
6386;23.10.2021;22.10.2022;6,00E+05;TAK;Karola Huberta Rostworowskiego 24;32-061;Rybna;Małopolskie;Polska;1,2;NA;50.0434476;19.644197884859153;1;0;6;
6387;07.03.2021;06.03.2022;770000;TAK;Gardenii 8;04-649;Warszawa;Mazowieckie;Polska;1,2;NA;52.2165702;21.153856808356934;1;0;5;
6388;01.12.2021;30.11.2022;440000;TAK;Zygmunta Modzelewskiego 46;02-679;Warszawa;Mazowieckie;Polska;1,2;NA;52.17729195;21.01472297191895;1;0;5;
6389;24.10.2021;23.10.2022;310000;TAK;Ogrodowa 7;43-502;Czechowice-Dziedzice;Śląskie;Polska;1,2;NA;49.90766605;19.004718645919738;1;0;15;
6390;01.11.2021;31.10.2022;570000;TAK;Widok 761;43-392;Międzyrzecze Górne;Śląskie;Polska;1,2;NA;49.8412203;18.9581918;1;0;15;
6391;20.11.2021;19.11.2022;1,00E+05;TAK;Bekasa 3;44-114;Gliwice;Śląskie;Polska;1,2;NA;50.277460649999995;18.653605418985308;1;0;15;
6392;28.10.2021;27.10.2022;1,00E+05;TAK;Wolności 4;58-530;Kowary;Dolnośląskie;Polska;1,2;NA;50.791250250000004;15.83954207562819;1;0;1;
6393;24.10.2021;23.10.2022;60000;TAK;Nowowiejska 7;50-314;Wrocław;Dolnośląskie;Polska;1,2;NA;51.1239841;17.0464863;1;0;1;
6394;25.10.2021;24.10.2022;420000;TAK;Św. Hieronima 9;03-243;Warszawa;Mazowieckie;Polska;1,2;NA;52.29517225;21.021430085243054;1;0;5;
6395;24.10.2021;23.10.2022;320000;TAK;Piaskowa 5;64-820;Szamocin;Wielkopolskie;Polska;1,2;NA;53.0386872;17.1293355;1;0;12;
6396;24.10.2021;23.10.2022;160000;TAK;Jadźwingów 2;02-692;Warszawa;Mazowieckie;Polska;1,2;NA;52.17041825;21.005540153502515;1;0;5;
6397;01.11.2021;31.10.2022;155000;TAK;Sokratesa 11B;01-909;Warszawa;Mazowieckie;Polska;1,2;NA;52.2854899;20.928709352411445;1;0;5;
6398;28.11.2021;27.11.2022;530000;TAK;Robotnicza 15;82-500;Rakowiec;Pomorskie;Polska;1,2;NA;53.7258389;19.0282617;1;0;10;
6399;01.11.2021;31.10.2022;520000;TAK;Kamieniec 29;32-540;Młoszowa;Małopolskie;Polska;1,2;NA;50.15425645;19.486808963161995;1;0;6;
6400;14.11.2021;13.11.2022;90000;TAK;Flory 7;00-586;Warszawa;Mazowieckie;Polska;1,2;NA;52.21314125000001;21.023627981102447;1;0;5;
6401;11.12.2021;10.12.2022;285000;TAK;Jugosłowiańska 15;03-984;Warszawa;Mazowieckie;Polska;1,2;NA;52.221046;21.093947;1;3;5;
6402;29.10.2021;28.10.2022;110000;TAK;Mickiewicza 21a;82-500;Kwidzyn;Pomorskie;Polska;1,2;NA;53.73043625;18.947262199501722;1;0;10;
6403;24.10.2021;23.10.2022;270000;TAK;Uranowa 21A;81-160;Gdynia;Pomorskie;Polska;1,2;NA;54.5579564;18.490785;1;0;10;
6404;12.12.2021;11.12.2022;80000;TAK;Fabryczna 5a;72-300;Gryfice;Zachodniopomorskie;Polska;1,2;NA;53.92081;15.20162;1;0;13;
6405;27.10.2021;26.10.2022;350000;TAK;Kubackiego 36;62-002;Suchy Las;Wielkopolskie;Polska;1,2;NA;52.48535;16.88508;1;0;12;
6406;25.10.2021;24.10.2022;475000;TAK;Bluszczańska 50;00-712;Warszawa;Mazowieckie;Polska;1,2;NA;52.2099166;21.0659784;1;0;5;
6407;17.12.2021;16.12.2022;183000;TAK;Podrzeczna 14a;91-006;Łódź;Łódzkie;Polska;1,2;NA;51.7807997;19.4515638;1;0;14;
6408;16.12.2021;15.12.2022;1,00E+05;TAK;Rynek 12;57-400;Nowa Ruda;Dolnośląskie;Polska;1,2;NA;50.578947850000006;16.50195792023531;1;0;1;
6409;31.10.2021;30.10.2022;1,00E+05;TAK;Wojska Polskiego 4;57-402;Nowa Ruda;Dolnośląskie;Polska;1,2;NA;50.5444717;16.5563785;1;0;1;
6410;21.11.2021;20.11.2022;150000;TAK;Wilanowska 14;05-500;Józefosław;Mazowieckie;Polska;1,2;NA;52.09893525;21.044444869382815;1;0;5;
6411;21.11.2021;20.11.2022;170000;TAK;Piróg 44;26-804;Piróg;Świętokrzyskie;Polska;1,2;NA;51.605448;21.0902661;3;0;16;
6412;18.02.2021;17.02.2022;440000;TAK;Bławatna 25;55-095;Mirków;Dolnośląskie;Polska;1,2;NA;51.1596259;17.17320120118628;1;0;1;
6413;17.12.2021;16.12.2022;130000;TAK;Wojska Polskiego 10B;98-220;Zduńska Wola;Łódzkie;Polska;1,2;NA;51.5791389;19.0026448;1;0;14;
6414;01.11.2021;31.10.2022;320000;TAK;Gaboń 259;33-388;Gaboń;Małopolskie;Polska;1,2;NA;49.53121795;20.559056395514947;3;0;6;
6415;17.12.2021;16.12.2022;125000;TAK;Nowa 4;56-210;Wąsosz;Dolnośląskie;Polska;1,2;NA;51.5708864;16.700216947434534;1;0;1;
6416;24.10.2021;23.10.2022;9,00E+05;TAK;Jasna 13B;52-200;Wysoka;Dolnośląskie;Polska;1,2;NA;51.053767050000005;17.008035629403572;1;0;1;
6417;22.11.2021;21.11.2022;50000;TAK;Kielecka 3;02-504;Warszawa;Mazowieckie;Polska;1,2;NA;52.20139315;21.006812788055196;1;0;5;
6418;24.10.2021;23.10.2022;425000;TAK;Manifestu Połanieckiego 30;80-406;Gdańsk;Pomorskie;Polska;1,2;NA;54.38698645;18.62605579304751;1;0;10;
6419;24.10.2021;23.10.2022;130000;TAK;ks. bp. Władysława Bandurskiego 31;71-685;Szczecin;Zachodniopomorskie;Polska;1,2;NA;53.45743895;14.559442704793671;1;0;13;
6420;04.11.2021;03.11.2022;390000;TAK;Klonowa 3;42-450;Łazy;Śląskie;Polska;1,2;NA;50.4298006;19.4015515;1;0;15;
6421;29.10.2021;28.10.2022;3,00E+05;TAK;Wiejska 71;82-500;Kwidzyn;Pomorskie;Polska;1,2;NA;53.7158838;18.9376551;1;0;10;
6422;04.11.2021;03.11.2022;90000;TAK;Reptowska 36;41-923;Bytom;Śląskie;Polska;1,2;NA;50.36747725;18.852579884219697;1;0;15;
6423;30.10.2021;29.10.2022;150000;TAK;Złotowo 11;88-190;Złotowo;Kujawsko-Pomorskie;Polska;1,2;NA;52.86771855;18.028604648450745;3;0;2;
6424;17.11.2021;16.11.2022;355000;TAK;Młyńska 127;62-052;Komorniki;Wielkopolskie;Polska;1,2;NA;52.3292937;16.8249931;1;0;12;
6425;30.10.2021;29.10.2022;1010000;TAK;Osiedle Owocowe Wzgórze 61;62-035;Dziećmierowo;Wielkopolskie;Polska;1,2;NA;52.26751435;17.075235439061853;1;0;12;
6426;25.10.2021;24.10.2022;310000;TAK;Wolności 7b;72-514;Kołczewo;Zachodniopomorskie;Polska;1,2;NA;53.9660805;14.623048755844746;1;0;13;
6427;24.10.2021;23.10.2022;6,00E+05;TAK;Jagodowa 14;58-150;Strzegom;Dolnośląskie;Polska;1,2;NA;50.9757669;16.3713163;1;0;1;
6428;24.10.2021;23.10.2022;120000;TAK;Podgórna 2;82-300;Elbląg;Pomorskie;Polska;1,2;NA;54.18388155;19.39723166906022;1;0;10;
6429;22.11.2021;21.11.2022;257000;TAK;Braci Jędrysików 6140;43-200;Pszczyna;Śląskie;Polska;1,2;NA;49.989032;18.9629531;1;0;15;
6430;04.11.2021;03.11.2022;4,00E+05;TAK;Wspólna 16;98-300;Wieluń;Łódzkie;Polska;1,2;NA;51.2131004;18.5903286;1;0;14;
6431;19.12.2021;18.12.2022;256000;TAK;Zawadzkiego Aleksandra 76;71-246;Szczecin;Zachodniopomorskie;Polska;1,2;NA;53.4538144;14.4996699;1;0;13;
6432;29.10.2021;28.10.2022;520000;TAK;Oliwkowa 3E;15-797;Białystok;Podlaskie;Polska;1,2;NA;53.1569376;23.1232848;1;0;9;
6433;19.11.2021;18.11.2022;270000;TAK;Jana Sobieskiego 44a;83-110;Tczew;Pomorskie;Polska;1,2;NA;53.835867;18.8264174;1;0;10;
6434;30.10.2021;29.10.2022;260000;TAK;Mołdawska 15;02-127;Warszawa;Mazowieckie;Polska;1,2;NA;52.20149025;20.98035965368088;1;0;5;
6435;25.10.2021;24.10.2022;620000;TAK;Słomiana 2;30-316;Kraków;Małopolskie;Polska;1,2;NA;50.04400975;19.924701971837685;1;0;6;
6436;17.12.2021;16.12.2022;204000;TAK;Orla 10;58-560;Jelenia Góra;Dolnośląskie;Polska;1,2;NA;50.864272;15.65893047596602;1;0;1;
6437;19.12.2021;18.12.2022;145000;TAK;Kardynała Wyszyńskiego 11;62-510;Konin;Wielkopolskie;Polska;1,2;NA;52.2261652;18.274342074145537;1;0;12;
6438;24.10.2021;23.10.2022;525000;TAK;Syriusza 85C;80-299;Gdańsk;Pomorskie;Polska;1,2;NA;54.4264423;18.4823351;1;0;10;
6439;07.12.2021;06.12.2022;2,00E+05;TAK;Fabryczna 1;38-540;Zagórz;Podkarpackie;Polska;1,2;NA;49.51593035;22.274603736764156;1;0;8;
6440;18.12.2021;17.12.2022;520000;TAK;Czarnogórska 4a;32-300;Olkusz;Małopolskie;Polska;1,2;NA;50.27183215;19.554472737517393;1;0;6;
6441;14.11.2021;13.11.2022;540000;TAK;Zacisze 5;32-082;Kobylany;Małopolskie;Polska;1,2;NA;50.1462817;19.76047507948626;1;0;6;
6442;10.12.2021;09.12.2022;195000;TAK;Morskie Oko 21;43-316;Bielsko-Biała;Śląskie;Polska;1,2;NA;49.80506955;19.0317231949453;1;0;15;
6443;26.10.2021;25.10.2022;3,00E+05;TAK;Tenczyn 259;32-433;Tenczyn;Małopolskie;Polska;1,2;NA;49.683419;19.9338215;3;0;6;
6444;01.11.2021;31.10.2022;1,00E+05;TAK;Bolesława Krzywoustego 19G;80-360;Gdańsk;Pomorskie;Polska;1,2;NA;54.4135302;18.583386894377263;1;0;10;
6445;01.11.2021;31.10.2022;160000;TAK;Rewolucjonistów 1a;42-500;Będzin;Śląskie;Polska;1,2;NA;50.31726265;19.113006399777632;1;0;15;
6446;19.12.2021;18.12.2022;280000;TAK;Szosowa 9a;77-330;Czarne;Zachodniopomorskie;Polska;1,2;NA;53.6889561;16.94700480113402;1;0;13;
6447;19.12.2021;18.12.2022;278000;TAK;Buraczana 11a;81-587;Gdynia;Pomorskie;Polska;1,2;NA;54.4719582;18.5061673;1;0;10;
6448;01.11.2021;31.10.2022;548000;TAK;Jaśkowicka 42;43-180;Orzesze;Śląskie;Polska;1,2;NA;50.14689835;18.766830006479914;1;0;15;
6449;20.12.2021;19.12.2022;314500;TAK;Podchorążych 16;80-298;Gdańsk;Pomorskie;Polska;1,2;NA;54.378124150000005;18.50302340057915;1;0;10;
6450;25.10.2021;24.10.2022;460000;TAK;Skomielna Biała 836;32-434;Skomielna Biała;Małopolskie;Polska;1,2;NA;49.6478704;19.917644672563675;3;0;6;
6451;24.10.2021;23.10.2022;560000;TAK;Ppłk. Zbigniewa Stanisława Kiedacza 56;02-776;Warszawa;Mazowieckie;Polska;1,2;NA;52.160080300000004;21.054317220225016;1;0;5;
6452;01.11.2021;31.10.2022;320000;TAK;Ługowa 7;35-213;Rzeszów;Podkarpackie;Polska;1,2;NA;50.0434407;21.91332328582625;1;0;8;
6453;11.11.2021;10.11.2022;260000;TAK;Szwedzka 17;03-420;Warszawa;Mazowieckie;Polska;1,2;NA;52.26270305;21.04399764791842;1;0;5;
6454;20.11.2021;19.11.2022;305000;TAK;Władysława Stanisława Reymonta 29;05-091;Ząbki;Mazowieckie;Polska;1,2;NA;52.2800672;21.119194803038436;1;0;5;
6455;20.12.2021;19.12.2022;205000;TAK;Elsnera Józefa 1;92-504;Łódź;Łódzkie;Polska;1,2;NA;51.754276950000005;19.530835174531756;1;0;14;
6456;20.12.2021;19.12.2022;250000;TAK;Gen. Władysława Sikorskiego 31;62-030;Luboń;Wielkopolskie;Polska;1,2;NA;52.35148705;16.870275236531043;1;0;12;
6457;20.12.2021;19.12.2022;1,00E+06;TAK;Męcińskiego Wojciecha 25;53-209;Wrocław;Dolnośląskie;Polska;1,2;NA;51.0876428;16.9878965;1;0;1;
6458;25.10.2021;24.10.2022;380000;TAK;Królowej Marysieńki 21;02-954;Warszawa;Mazowieckie;Polska;1,2;NA;52.173286250000004;21.071729509582084;1;0;5;
6459;22.12.2021;21.12.2022;940000;TAK;Stawki 4c;00-193;Warszawa;Mazowieckie;Polska;1,2;NA;52.25416775;20.99206478883052;1;0;5;
6460;18.12.2021;17.12.2022;375000;TAK;Turkusowa 12;69-100;Słubice;Lubuskie;Polska;1,2;NA;52.348261;14.633751212741545;1;0;4;
6461;28.11.2021;27.11.2022;870000;TAK;Gruntowa 2a;04-906;Warszawa;Mazowieckie;Polska;1,2;NA;52.16583555;21.209091221037966;1;0;5;
6462;21.12.2021;20.12.2022;80000;TAK;Jagiellońska 24;67-200;Głogów;Lubuskie;Polska;1,2;NA;51.64844;16.11307;1;0;4;
6463;09.11.2021;08.11.2022;530280;TAK;Czarnołęcka 3C;04-740;Warszawa;Mazowieckie;Polska;1,2;NA;52.2079517;21.188421869950744;1;0;5;
6464;06.11.2021;05.11.2022;264000;TAK;Krzyżówki 28A;03-193;Warszawa;Mazowieckie;Polska;1,2;NA;52.3071075;20.994593356403417;1;0;5;
6465;25.10.2021;24.10.2022;170000;TAK; 49T;13-200;Księży Dwór;Warmińsko-Mazurskie;Polska;1,2;NA;53.213669;20.138857;3;1;11;
6466;05.11.2021;04.11.2022;205000;TAK;Rogowo 58;72-330;Rogowo;Zachodniopomorskie;Polska;1,2;NA;54.1510721;15.33495416726607;3;0;13;
6467;21.12.2021;20.12.2022;350000;TAK;Międzynarodowa 32;03-922;Warszawa;Mazowieckie;Polska;1,2;NA;52.230878950000005;21.068682995783913;1;0;5;
6468;22.12.2021;21.12.2022;140000;TAK;Waryńskiego 14c;44-230;Czerwionka-Leszczyny;Śląskie;Polska;1,2;NA;50.1718726;18.6686514;1;0;15;
6469;25.10.2021;24.10.2022;210000;TAK;Rycerska 15;67-200;Głogów;Lubuskie;Polska;1,2;NA;51.6501371;16.1004189;1;0;4;
6470;20.12.2021;19.12.2022;139000;TAK;Słowiańska 23;85-163;Bydgoszcz;Kujawsko-Pomorskie;Polska;1,2;NA;53.1152617;18.024263809500024;1;0;2;
6471;20.12.2021;19.12.2022;95000;TAK;Reymonta 9;46-200;Kluczbork;Opolskie;Polska;1,2;NA;50.9777375;18.2083051;1;0;7;
6472;09.12.2021;08.12.2022;290000;TAK;Wojciecha Bogusławskiego 22;01-923;Warszawa;Mazowieckie;Polska;1,2;NA;52.279504450000005;20.92030598459914;1;0;5;
6473;28.11.2021;27.11.2022;340000;TAK;10 Lutego 8;78-650;Mirosławiec;Zachodniopomorskie;Polska;1,2;NA;53.338665899999995;16.086544012185833;1;0;13;
6474;22.12.2021;21.12.2022;90000;TAK;Gwarecka 19;41-705;Ruda Śląska;Śląskie;Polska;1,2;NA;50.266996;18.8880797;1;0;15;
6475;22.12.2021;21.12.2022;1,00E+05;TAK;Bartoka Beli 37;92-546;Łódź;Łódzkie;Polska;1,2;NA;51.76218015;19.5233798344659;1;0;14;
6476;20.12.2021;19.12.2022;303000;TAK;Os. Wysokie 12;31-819;Kraków;Małopolskie;Polska;1,2;NA;50.08969245;20.019408139108823;1;0;6;
6477;14.12.2021;13.12.2022;155000;TAK;Kozielska 23;47-224;Kędzierzyn-Koźle;Opolskie;Polska;1,2;NA;50.3419114;18.200472522753927;1;0;7;
6478;15.12.2021;14.12.2022;120000;TAK;Os. Widok 10a;66-200;Świebodzin;Lubuskie;Polska;1,2;NA;52.2516579;15.515415200000003;1;0;4;
6479;12.11.2021;11.11.2022;520000;TAK;Rajskich Ptaków 13;02-816;Warszawa;Mazowieckie;Polska;1,2;NA;52.132055199999996;21.01937015673427;1;0;5;
6480;10.11.2021;09.11.2022;1061600;TAK;Chodkiewicza 3;02-593;Warszawa;Mazowieckie;Polska;1,2;NA;52.2023268;20.9951995;1;0;5;
6481;19.12.2021;18.12.2022;410000;TAK;Korotyńskiego Władysława 19A;02-123;Warszawa;Mazowieckie;Polska;1,2;NA;52.202665499999995;20.96629812164612;1;0;5;
6482;22.12.2021;21.12.2022;150000;TAK;Turkusowa 3;60-658;Poznań;Wielkopolskie;Polska;1,2;NA;52.4309475;16.90402369130821;1;0;12;
6483;26.10.2021;25.10.2022;540000;TAK;Górnicza 2;60-107;Poznań;Wielkopolskie;Polska;1,2;NA;52.3850978;16.87323861684152;1;0;12;
6484;20.12.2021;19.12.2022;330000;TAK;Perłowa 18A;81-187;Gdynia;Pomorskie;Polska;1,2;NA;54.5549612;18.5083765;1;0;10;
6485;19.12.2021;18.12.2022;140000;TAK;Gallusa 16c;40-594;Katowice;Śląskie;Polska;1,2;NA;50.24410335;18.992093862281276;1;0;15;
6486;21.12.2021;20.12.2022;825000;TAK;Konna 15b;80-174;Otomin;Pomorskie;Polska;1,2;NA;54.31994735;18.514946028201962;1;0;10;
6487;01.12.2021;30.11.2022;450000;TAK;Rydla Lucjana 11;30-122;Kraków;Małopolskie;Polska;1,2;NA;50.0763974;19.901482260136454;1;0;6;
6488;31.10.2021;30.10.2022;520000;TAK;Książenicka 56;05-807;Owczarnia;Mazowieckie;Polska;1,2;NA;52.1039987;20.7045507;1;0;5;
6489;25.10.2021;24.10.2022;2,00E+05;TAK;Transportowa 2B;15-399;Białystok;Podlaskie;Polska;1,2;NA;53.1148218;23.1279359;1;0;9;
6490;31.12.2021;30.12.2022;177000;TAK;Wojciecha Brudzewskiego 12;37-700;Przemyśl;Podkarpackie;Polska;1,2;NA;49.78940135;22.782923491000354;1;0;8;
6491;21.12.2021;20.12.2022;140000;TAK;Lachmirowice 21;88-150;Kruszwica;Kujawsko-Pomorskie;Polska;1,2;NA;52.5960877;18.3359371;1;0;2;
6492;22.12.2021;21.12.2022;50000;TAK;Al. Kard. Wyszyńskiego Stefana 58;94-047;Łódź;Łódzkie;Polska;1,2;NA;51.3504435;19.3628028;1;0;14;
6493;21.12.2021;20.12.2022;330000;TAK;Miarki 9A;41-940;Piekary Śląskie;Śląskie;Polska;1,2;NA;50.37414965;18.941033718199957;1;0;15;
6494;06.11.2021;05.11.2022;416000;TAK;Mokra 3d;32-087;Bibice;Małopolskie;Polska;1,2;NA;50.13149945;19.96344775607099;1;0;6;
6495;01.12.2021;30.11.2022;620000;TAK;Chabrowa 4;62-060;Stęszew;Wielkopolskie;Polska;1,2;NA;52.27349;16.70993;1;0;12;
6496;06.11.2021;05.11.2022;446000;TAK;Oleska 17c;46-023;Osowiec;Opolskie;Polska;1,2;NA;50.75728325;18.02385368310811;1;0;7;
6497;21.12.2021;20.12.2022;130000;TAK;Spółdzielców 16;62-700;Turek;Wielkopolskie;Polska;1,2;NA;52.0199165;18.49103528470614;1;0;12;
6498;21.12.2021;20.12.2022;235000;TAK;Jaremy Marii 25;31-318;Kraków;Małopolskie;Polska;1,2;NA;50.0865384;19.904699744508644;1;0;6;
6499;18.11.2021;17.11.2022;170000;TAK;Adama Mickiewicza 5A;05-120;Legionowo;Mazowieckie;Polska;1,2;NA;52.404719;20.931796960115605;1;0;5;
6500;02.12.2021;01.12.2022;70000;TAK;Aleja Bohaterów Września 4A;02-389;Warszawa;Mazowieckie;Polska;1,2;NA;52.2101098;20.963079802415933;1;0;5;
6501;25.10.2021;24.10.2022;150000;TAK;Ks. Franciszka Kutrowskiego 1A;55-200;Oława;Dolnośląskie;Polska;1,2;NA;50.94617045;17.29362521245266;1;0;1;
6502;25.11.2021;24.11.2022;520000;TAK;Jany 1a;66-001;Zielona Góra;Lubuskie;Polska;1,2;NA;51.971887550000005;15.610496339011764;1;0;4;
6503;15.11.2021;14.11.2022;210000;TAK;Strzelców Bytomskich 37a;41-902;Bytom;Śląskie;Polska;1,2;NA;50.35520445;18.909159522639495;3;0;15;
6504;26.10.2021;25.10.2022;320000;TAK;Młodojewo 77a;62-400;Młodojewo;Wielkopolskie;Polska;1,2;NA;52.31597;17.9164;3;0;12;
6505;21.12.2021;20.12.2022;315000;TAK;Al. Kard. Wyszyńskiego Stefana 52;94-047;Łódź;Łódzkie;Polska;1,2;NA;51.3504435;19.3628028;1;0;14;
6506;25.10.2021;24.10.2022;330000;TAK;Grzegórzecka 77;31-559;Kraków;Małopolskie;Polska;1,2;NA;50.0570823;19.9650218;1;0;6;
6507;21.12.2021;20.12.2022;184000;TAK;Kopernika 15a;56-400;Oleśnica;Dolnośląskie;Polska;1,2;NA;51.2118298;17.40393;1;0;1;
6508;22.12.2021;21.12.2022;7,00E+05;TAK;Jodłowa 22;05-091;Ząbki;Mazowieckie;Polska;1,2;NA;52.28915;21.123999137820157;1;0;5;
6509;05.11.2021;04.11.2022;360000;TAK;Wólczyńska 8A;05-825;Grodzisk Mazowiecki;Mazowieckie;Polska;1,2;NA;52.100750399999995;20.617388498966335;1;0;5;
6510;29.10.2021;28.10.2022;153000;TAK;Witolda Pileckiego 4;13-200;Działdowo;Warmińsko-Mazurskie;Polska;1,2;NA;53.23309905;20.168038741532303;1;0;11;
6511;27.10.2021;26.10.2022;320000;TAK;Augustyna Necla 8A;81-377;Gdynia;Pomorskie;Polska;1,2;NA;54.5100586;18.547343384963305;1;0;10;
6512;22.12.2021;21.12.2022;155000;TAK;Reymonta 4B;46-100;Namysłów;Opolskie;Polska;1,2;NA;51.0743185;17.7080869;1;0;7;
6513;25.10.2021;24.10.2022;1,00E+05;TAK;Kolejowa 45;73-210;Recz;Zachodniopomorskie;Polska;1,2;NA;53.27044655;15.561343464250033;1;0;13;
6514;25.10.2021;24.10.2022;520000;TAK;Łukasza Watzenrodego 7a;87-100;Toruń;Kujawsko-Pomorskie;Polska;1,2;NA;53.0435958;18.60048009329838;1;0;2;
6515;25.10.2021;24.10.2022;3,00E+05;TAK;Główna 4;08-400;Miętne;Mazowieckie;Polska;1,2;NA;51.9260142;21.591447476140196;1;0;5;
6516;25.10.2021;24.10.2022;440700;TAK;Twórcza 65E;03-289;Warszawa;Mazowieckie;Polska;1,2;NA;52.32122965000001;21.03687037007406;1;0;5;
6517;18.11.2021;17.11.2022;2,00E+05;TAK;Wilka 6B;41-705;Ruda Śląska;Śląskie;Polska;1,2;NA;50.265404950000004;18.8948002513;1;0;15;
6518;27.10.2021;26.10.2022;260000;TAK;Dąbrowa Rzeczycka 58;37-455;Dąbrowa Rzeczycka;Podkarpackie;Polska;1,2;NA;50.6615802;22.04164924168304;3;0;8;
